Payment_ID,Order_ID,Payment_Method,Amount,Payment_Date,Payment_Status
326,326,Net Banking,8853.66,2024-04-21,Paid
327,327,Debit Card,4214.65,2023-10-16,Paid
328,328,COD,14829.4,2023-11-25,Paid
329,329,Net Banking,1955.98,2023-07-07,Refunded
330,330,Net Banking,1694.28,2025-03-06,Paid
331,331,COD,708.87,2024-01-20,Paid
332,332,UPI,6319.52,2024-09-23,Refunded
333,333,Debit Card,6469.63,2023-11-12,Refunded
334,334,Net Banking,429.03,2023-11-07,Refunded
335,335,Net Banking,1041.65,2024-12-29,Paid
336,336,UPI,13638.38,2025-05-20,Refunded
337,337,COD,2593.24,2023-08-11,Paid
338,338,Debit Card,1471.35,2023-12-09,Refunded
339,339,COD,5179.83,2024-07-30,Refunded
340,340,COD,10234.15,2025-03-17,Refunded
341,341,Net Banking,13798.47,2025-01-04,Paid
342,342,Net Banking,9264.21,2023-12-01,Refunded
343,343,COD,12551.26,2025-04-29,Refunded
344,344,Debit Card,6868.18,2024-10-22,Refunded
345,345,COD,2638.82,2024-12-29,Refunded
346,346,Net Banking,7039.14,2024-06-30,Refunded
347,347,Net Banking,8512.04,2024-10-11,Paid
348,348,Net Banking,14608.98,2024-02-24,Refunded
349,349,COD,8036.78,2025-01-16,Paid
350,350,COD,6361.61,2025-03-15,Paid
351,351,Net Banking,12290.78,2024-04-08,Refunded
352,352,Debit Card,12514.53,2024-08-14,Paid
353,353,Net Banking,3173.06,2024-07-14,Refunded
354,354,COD,8550.36,2024-07-19,Refunded
355,355,UPI,7349.84,2024-03-23,Paid
356,356,COD,8632.3,2025-03-28,Paid
357,357,Net Banking,13094.17,2024-08-17,Refunded
358,358,Debit Card,14103.78,2024-10-29,Refunded
359,359,COD,13124.31,2024-04-18,Paid
360,360,Net Banking,13414.71,2023-12-05,Paid
361,361,Net Banking,7476.17,2024-01-16,Refunded
362,362,Net Banking,12239.17,2023-08-30,Paid
363,363,COD,3925.18,2023-11-01,Paid
364,364,COD,5348.31,2024-08-13,Paid
365,365,UPI,11791.62,2023-06-25,Paid
366,366,UPI,11884.9,2025-04-28,Paid
367,367,UPI,919.73,2025-02-20,Refunded
368,368,UPI,6316.41,2025-03-08,Paid
369,369,Debit Card,1177.01,2024-12-09,Paid
370,370,Net Banking,14759.75,2023-09-25,Refunded
371,371,COD,6934.85,2024-09-01,Refunded
372,372,UPI,1186.26,2023-11-23,Paid
373,373,Debit Card,14813.88,2024-01-30,Paid
374,374,UPI,3962.61,2025-06-11,Refunded
375,375,UPI,3525.85,2023-10-12,Refunded
376,376,COD,14544.4,2024-04-06,Paid
377,377,Debit Card,6039.21,2025-02-01,Paid
378,378,UPI,5626.74,2024-07-03,Refunded
379,379,COD,2382.72,2025-06-14,Refunded
380,380,Net Banking,1293.98,2025-04-26,Paid
381,381,COD,2205.64,2025-04-19,Paid
382,382,COD,9836.43,2025-03-30,Refunded
383,383,UPI,5833.92,2024-11-14,Refunded
384,384,COD,1801.57,2024-01-21,Paid
385,385,Net Banking,10030.07,2024-06-27,Paid
386,386,Debit Card,8518.77,2023-10-21,Paid
387,387,COD,2359.61,2024-07-15,Paid
388,388,Net Banking,13635.83,2024-01-29,Paid
389,389,Net Banking,2347.37,2025-01-21,Paid
390,390,Net Banking,9134.25,2024-02-01,Refunded
391,391,COD,3197.12,2024-04-08,Refunded
392,392,COD,4764.46,2023-06-26,Refunded
393,393,Debit Card,6911.7,2025-04-02,Refunded
394,394,Debit Card,5651.33,2024-12-31,Refunded
395,395,COD,291.24,2024-08-22,Refunded
396,396,COD,10302.9,2024-06-30,Paid
397,397,COD,9776.42,2023-11-04,Paid
398,398,COD,13885.62,2024-07-06,Paid
399,399,Debit Card,6553.91,2023-12-24,Refunded
400,400,UPI,8336.81,2024-12-14,Paid
401,401,Net Banking,1085.84,2024-03-30,Refunded
402,402,COD,2259.52,2023-08-21,Refunded
403,403,UPI,2790.08,2023-11-25,Refunded
404,404,Net Banking,5055.96,2025-04-07,Paid
405,405,UPI,437.25,2024-11-17,Paid
406,406,COD,2919.82,2023-07-25,Refunded
407,407,COD,12261.64,2024-02-26,Paid
408,408,Net Banking,7734.03,2023-08-09,Refunded
409,409,Net Banking,14096.36,2024-08-31,Paid
410,410,COD,562.73,2023-09-07,Paid
411,411,UPI,7005.58,2023-08-23,Refunded
412,412,Debit Card,14555.37,2024-04-23,Paid
413,413,Debit Card,2458.51,2025-04-17,Refunded
414,414,UPI,5319.05,2024-02-24,Refunded
415,415,Net Banking,3926.75,2024-11-11,Paid
416,416,COD,5212.74,2023-08-10,Refunded
417,417,COD,829.23,2024-03-06,Refunded
418,418,UPI,1477.8,2024-07-15,Paid
419,419,UPI,11488.19,2023-10-21,Refunded
420,420,Debit Card,3804.98,2025-01-04,Paid
421,421,COD,13778.02,2023-11-12,Refunded
422,422,COD,2849.04,2025-04-25,Paid
423,423,UPI,6900.21,2024-08-10,Refunded
424,424,COD,9340.38,2025-04-17,Paid
425,425,Debit Card,5977.06,2024-06-05,Refunded
426,426,UPI,1743.96,2024-12-22,Refunded
427,427,COD,1824.43,2024-11-06,Refunded
428,428,COD,5706.95,2023-12-23,Paid
429,429,Net Banking,14803.38,2024-11-04,Refunded
430,430,UPI,14534.68,2025-06-14,Refunded
431,431,UPI,8474.42,2023-09-26,Paid
432,432,UPI,1904.38,2024-04-01,Paid
433,433,COD,5113.74,2025-03-09,Refunded
434,434,Net Banking,4583.58,2023-12-27,Refunded
435,435,UPI,13330.48,2024-04-04,Paid
436,436,Debit Card,2613.87,2025-01-29,Paid
437,437,Net Banking,10606.14,2025-01-21,Refunded
438,438,Net Banking,7858.01,2024-10-22,Refunded
439,439,UPI,8201.29,2025-01-18,Refunded
440,440,UPI,2895.0,2023-12-18,Refunded
441,441,Debit Card,6373.69,2023-12-02,Paid
442,442,UPI,3286.35,2025-05-24,Refunded
443,443,Debit Card,13337.4,2024-05-11,Paid
444,444,COD,7232.67,2023-11-18,Paid
445,445,Net Banking,14722.67,2024-02-06,Refunded
446,446,COD,3563.02,2025-06-01,Paid
447,447,Net Banking,7265.22,2023-08-27,Refunded
448,448,Net Banking,841.96,2024-02-26,Paid
449,449,Debit Card,3730.77,2023-07-29,Refunded
450,450,UPI,2620.11,2024-02-27,Paid
451,451,Debit Card,14086.97,2023-07-10,Refunded
452,452,COD,1116.15,2023-09-26,Paid
453,453,Net Banking,2817.1,2025-03-14,Paid
454,454,UPI,9061.02,2024-11-21,Refunded
455,455,Debit Card,12870.96,2025-05-03,Refunded
456,456,UPI,1845.3,2023-12-12,Paid
457,457,Debit Card,11519.13,2025-01-30,Paid
458,458,Net Banking,8266.7,2024-09-20,Paid
459,459,COD,3023.67,2025-06-07,Paid
460,460,UPI,1281.22,2025-03-15,Paid
461,461,UPI,9128.03,2024-01-19,Refunded
462,462,Debit Card,2416.38,2024-01-07,Paid
463,463,UPI,10557.17,2024-07-18,Refunded
464,464,Net Banking,1711.2,2024-12-15,Refunded
465,465,COD,11403.53,2023-08-01,Refunded
466,466,COD,14682.74,2024-01-23,Refunded
467,467,UPI,3301.89,2024-06-06,Refunded
468,468,Debit Card,6931.15,2023-07-16,Paid
469,469,Debit Card,3196.45,2024-10-26,Refunded
470,470,COD,10224.32,2023-12-02,Paid
471,471,Debit Card,10355.25,2023-10-26,Refunded
472,472,Debit Card,1910.6,2024-12-21,Refunded
473,473,COD,1853.16,2024-09-07,Paid
474,474,UPI,5896.94,2024-01-01,Refunded
475,475,UPI,9750.0,2025-03-31,Paid
476,476,Net Banking,10667.05,2025-03-11,Paid
477,477,COD,9195.88,2024-02-18,Refunded
478,478,COD,4370.6,2023-08-10,Refunded
479,479,Net Banking,10138.78,2024-02-07,Refunded
480,480,UPI,3806.15,2025-06-09,Paid
481,481,Net Banking,6577.96,2023-07-31,Refunded
482,482,Debit Card,6718.56,2025-02-19,Refunded
483,483,Debit Card,3535.79,2024-09-23,Refunded
484,484,COD,13964.01,2023-11-22,Paid
485,485,COD,12611.3,2024-04-07,Refunded
486,486,UPI,13342.03,2024-01-23,Paid
487,487,Net Banking,7428.72,2025-04-14,Paid
488,488,COD,14296.22,2025-01-22,Paid
489,489,COD,13564.98,2024-09-17,Paid
490,490,COD,12966.81,2024-08-28,Refunded
491,491,Debit Card,2778.72,2025-05-20,Paid
492,492,Net Banking,9470.44,2023-12-19,Paid
493,493,Net Banking,9145.57,2025-01-29,Paid
494,494,Debit Card,7438.81,2024-08-13,Paid
495,495,Debit Card,11106.51,2024-02-20,Paid
496,496,Debit Card,9486.95,2024-04-21,Paid
497,497,UPI,1503.34,2023-10-22,Paid
498,498,COD,12137.65,2024-04-05,Refunded
499,499,Debit Card,14332.28,2024-04-04,Paid
500,500,COD,9074.32,2024-07-21,Refunded
501,501,Debit Card,10782.7,2024-07-05,Refunded
502,502,Debit Card,2778.03,2025-06-10,Paid
503,503,UPI,14518.55,2023-07-29,Refunded
504,504,UPI,13821.49,2024-10-02,Paid
505,505,Net Banking,2296.6,2023-09-18,Refunded
506,506,Net Banking,12347.24,2024-12-08,Refunded
507,507,COD,4145.56,2024-02-06,Paid
508,508,COD,10949.02,2025-01-04,Refunded
509,509,Debit Card,12707.05,2023-07-12,Refunded
510,510,COD,14272.14,2024-11-19,Refunded
511,511,COD,11280.44,2025-01-07,Paid
512,512,UPI,12746.82,2024-09-12,Refunded
513,513,Debit Card,8319.13,2023-12-18,Refunded
514,514,UPI,9272.18,2024-06-30,Refunded
515,515,Net Banking,5989.63,2024-07-23,Refunded
516,516,Net Banking,1788.09,2025-03-04,Paid
517,517,Debit Card,11694.8,2024-02-15,Refunded
518,518,COD,14578.94,2024-12-31,Paid
519,519,Debit Card,13601.06,2023-08-06,Refunded
520,520,COD,6395.16,2023-12-27,Paid
521,521,UPI,5962.02,2025-03-02,Paid
522,522,UPI,3300.24,2023-08-28,Refunded
523,523,Net Banking,1219.88,2023-10-04,Refunded
524,524,UPI,8588.25,2023-10-01,Paid
525,525,Net Banking,8694.54,2025-02-09,Paid
526,526,UPI,14325.08,2024-01-26,Refunded
527,527,Debit Card,10894.29,2025-02-08,Paid
528,528,Net Banking,461.75,2024-12-19,Paid
529,529,UPI,7999.45,2023-08-02,Refunded
530,530,UPI,4960.29,2024-12-26,Paid
531,531,Debit Card,14087.56,2025-01-24,Refunded
532,532,Debit Card,14244.03,2025-04-14,Paid
533,533,UPI,14486.26,2024-07-20,Paid
534,534,UPI,2532.14,2023-10-08,Paid
535,535,Net Banking,7820.92,2025-06-14,Paid
536,536,COD,9076.72,2024-01-21,Refunded
537,537,Net Banking,14434.72,2024-08-15,Refunded
538,538,Net Banking,2778.41,2024-04-27,Refunded
539,539,Debit Card,1299.88,2023-09-04,Refunded
540,540,Debit Card,13574.83,2024-11-16,Paid
541,541,COD,5037.07,2024-04-14,Paid
542,542,Debit Card,246.25,2025-04-06,Paid
543,543,Net Banking,12282.06,2024-06-11,Paid
544,544,COD,3196.28,2024-06-13,Paid
545,545,UPI,9900.7,2025-01-31,Paid
546,546,Debit Card,12809.26,2024-08-14,Refunded
547,547,Net Banking,9736.93,2024-04-18,Refunded
548,548,Debit Card,12092.86,2024-11-06,Refunded
549,549,Net Banking,2476.26,2023-08-02,Paid
550,550,Net Banking,13360.95,2024-03-08,Paid
551,551,UPI,5664.86,2024-05-25,Refunded
552,552,Net Banking,7642.18,2024-02-17,Refunded
553,553,COD,522.18,2025-02-26,Paid
