Order_ID,Customer_ID,Order_Date,Order_Status,Shipping_Address_ID,Payment_Status
142,1034,2024-01-10,Delivered,4214,Unpaid
143,1216,2024-07-07,Cancelled,6035,Refunded
144,2035,2023-09-25,Cancelled,4884,Unpaid
145,316,2023-09-29,Delivered,4043,Paid
146,2335,2023-08-21,Cancelled,2984,Refunded
147,2329,2024-02-12,Pending,6817,Unpaid
148,4663,2024-03-23,Pending,6040,Unpaid
149,3784,2025-03-18,Cancelled,5896,Paid
150,3575,2023-10-02,Cancelled,1087,Paid
151,4618,2025-06-04,Cancelled,6457,Unpaid
152,4003,2024-12-05,Delivered,1262,Unpaid
153,2983,2025-01-24,Pending,1811,Unpaid
154,245,2023-09-01,Delivered,6362,Unpaid
155,3531,2023-12-11,Cancelled,2159,Refunded
156,171,2024-12-02,Cancelled,2467,Paid
157,1269,2025-01-09,Delivered,4021,Paid
158,3955,2023-06-29,Cancelled,2953,Paid
159,515,2024-01-11,Cancelled,6694,Unpaid
160,928,2024-03-10,Pending,5142,Paid
161,2264,2024-11-24,Delivered,4067,Refunded
162,405,2024-01-27,Delivered,2777,Unpaid
163,2987,2023-07-02,Cancelled,4553,Paid
164,2374,2024-01-24,Cancelled,2914,Refunded
165,2755,2025-01-22,Cancelled,3565,Paid
166,1008,2023-11-27,Cancelled,4574,Refunded
167,1759,2023-11-29,Delivered,3056,Refunded
168,3963,2025-03-24,Pending,6262,Unpaid
169,3398,2024-12-25,Pending,443,Refunded
170,2918,2024-01-16,Delivered,2471,Refunded
171,4756,2023-11-22,Delivered,246,Refunded
172,3420,2024-03-07,Pending,417,Unpaid
173,1646,2025-02-24,Delivered,3881,Paid
174,3036,2024-06-29,Cancelled,5575,Unpaid
175,4581,2024-05-09,Cancelled,6275,Paid
176,766,2025-01-17,Pending,5884,Refunded
177,3743,2023-08-09,Pending,1897,Paid
178,3203,2025-02-05,Pending,3144,Paid
179,1988,2024-03-10,Delivered,5475,Refunded
180,3443,2023-09-18,Delivered,4289,Refunded
181,4241,2024-11-14,Pending,4476,Unpaid
182,201,2024-01-16,Delivered,274,Unpaid
183,3046,2023-08-18,Pending,1614,Refunded
184,642,2025-01-28,Delivered,885,Unpaid
185,1677,2024-03-26,Delivered,359,Paid
186,3326,2024-11-16,Cancelled,398,Paid
187,1556,2023-07-24,Pending,5554,Refunded
188,1945,2025-02-25,Pending,1779,Refunded
189,3551,2024-09-25,Delivered,4095,Refunded
190,349,2023-10-09,Delivered,20,Refunded
191,1935,2023-10-15,Pending,4592,Refunded
192,3667,2024-11-24,Pending,1390,Refunded
193,515,2025-06-01,Pending,4361,Refunded
194,1731,2024-11-30,Pending,2435,Unpaid
195,3685,2025-05-10,Pending,814,Unpaid
196,3710,2025-04-08,Cancelled,3312,Paid
197,2237,2023-09-21,Delivered,6056,Paid
198,4454,2024-07-19,Delivered,2450,Refunded
199,760,2024-02-14,Delivered,2409,Paid
200,3316,2025-05-05,Cancelled,2393,Unpaid
201,2279,2025-04-09,Delivered,5964,Unpaid
202,2515,2024-12-26,Cancelled,6949,Paid
203,2111,2024-10-02,Cancelled,5311,Refunded
204,1591,2023-11-02,Pending,6267,Paid
205,4055,2024-11-22,Pending,6721,Unpaid
206,3330,2023-10-31,Delivered,3624,Refunded
207,2681,2024-10-05,Pending,762,Refunded
208,4503,2023-12-06,Cancelled,3635,Unpaid
209,2234,2023-10-29,Pending,4641,Paid
210,2549,2025-03-13,Cancelled,4313,Unpaid
211,724,2024-06-06,Cancelled,2108,Unpaid
212,4996,2024-03-26,Delivered,6498,Refunded
213,2744,2024-11-25,Delivered,753,Unpaid
214,2706,2024-11-17,Cancelled,3305,Unpaid
215,1182,2025-06-13,Delivered,5039,Unpaid
216,84,2024-01-22,Delivered,5134,Unpaid
217,4779,2023-12-31,Delivered,6938,Refunded
218,4632,2024-03-02,Cancelled,2198,Refunded
219,3184,2024-05-02,Cancelled,3427,Refunded
220,4255,2023-09-22,Delivered,998,Refunded
221,4406,2024-10-07,Delivered,6880,Paid
222,4724,2024-01-27,Delivered,1991,Refunded
223,1118,2024-02-20,Cancelled,3144,Refunded
224,4020,2024-03-16,Delivered,1522,Paid
225,1856,2024-07-30,Cancelled,1703,Paid
226,3982,2024-12-11,Pending,4572,Unpaid
227,437,2025-03-02,Cancelled,5534,Refunded
228,527,2024-04-07,Delivered,4217,Unpaid
229,4030,2024-11-27,Cancelled,5791,Refunded
230,2677,2024-03-14,Cancelled,4108,Paid
231,422,2024-05-21,Cancelled,6449,Unpaid
232,2686,2025-04-27,Pending,3155,Refunded
233,2667,2024-01-08,Pending,6354,Unpaid
234,3272,2024-09-21,Pending,6713,Refunded
235,3047,2024-05-11,Cancelled,4116,Unpaid
236,4601,2024-03-21,Pending,18,Paid
237,2889,2024-11-03,Cancelled,550,Refunded
238,1080,2025-04-23,Cancelled,5220,Refunded
239,3924,2024-01-12,Pending,3477,Unpaid
240,2093,2024-06-05,Pending,2163,Paid
241,3394,2025-06-17,Delivered,1357,Unpaid
242,299,2024-11-26,Cancelled,3368,Paid
243,2092,2023-08-22,Cancelled,2910,Paid
244,2059,2024-02-05,Cancelled,1455,Paid
245,504,2025-04-20,Cancelled,1237,Paid
246,4179,2023-12-31,Cancelled,3630,Unpaid
247,3735,2023-11-30,Pending,818,Unpaid
248,1125,2023-10-11,Delivered,2045,Unpaid
249,679,2023-08-11,Pending,4706,Paid
250,4683,2024-03-17,Pending,2848,Refunded
251,178,2023-10-12,Cancelled,3350,Unpaid
252,830,2023-12-10,Delivered,1834,Unpaid
253,4484,2024-12-23,Cancelled,407,Refunded
254,718,2024-11-13,Pending,2156,Paid
255,1521,2024-05-12,Delivered,5813,Refunded
256,4102,2023-08-15,Cancelled,3468,Unpaid
257,1678,2024-09-26,Delivered,6998,Unpaid
258,4842,2023-08-16,Pending,5871,Paid
259,2287,2024-01-09,Delivered,1698,Paid
260,4489,2024-01-19,Delivered,13,Unpaid
261,333,2024-05-03,Pending,6557,Refunded
262,635,2024-12-08,Pending,6746,Unpaid
263,355,2025-01-14,Delivered,2979,Paid
264,1040,2025-01-11,Pending,668,Refunded
265,2190,2024-08-26,Cancelled,3762,Refunded
266,2421,2024-02-07,Pending,6815,Unpaid
267,2965,2023-12-26,Pending,4904,Paid
268,2735,2024-08-17,Delivered,3876,Paid
269,1477,2025-04-07,Cancelled,5050,Refunded
270,3517,2023-12-16,Delivered,927,Unpaid
271,1766,2025-04-04,Cancelled,4128,Paid
272,367,2024-07-08,Cancelled,52,Refunded
273,3965,2023-07-17,Cancelled,5994,Refunded
274,3001,2025-01-28,Delivered,1810,Paid
275,3508,2023-09-06,Delivered,89,Refunded
276,1255,2024-07-12,Delivered,891,Unpaid
277,4504,2023-10-28,Pending,3734,Unpaid
278,2779,2023-12-29,Delivered,6743,Unpaid
279,904,2023-11-14,Cancelled,3662,Paid
280,1270,2025-06-07,Delivered,2322,Paid
281,678,2025-05-02,Pending,1035,Unpaid
282,2311,2024-05-15,Delivered,6553,Paid
283,1472,2024-10-01,Cancelled,3482,Unpaid
284,2879,2024-09-14,Cancelled,355,Paid
285,1816,2023-10-14,Delivered,3291,Paid
286,3391,2024-06-20,Cancelled,2784,Refunded
287,182,2024-11-11,Cancelled,6250,Paid
288,2053,2025-02-20,Cancelled,2670,Unpaid
289,2772,2024-03-12,Delivered,3449,Unpaid
290,1138,2023-07-08,Delivered,5526,Paid
291,3320,2025-02-21,Pending,3876,Refunded
292,471,2024-10-11,Delivered,3725,Refunded
293,2573,2024-09-24,Delivered,64,Paid
294,2919,2024-06-15,Pending,6926,Refunded
295,3577,2023-09-03,Pending,3994,Paid
296,3492,2024-08-15,Pending,23,Unpaid
297,3788,2024-08-26,Delivered,6330,Paid
298,1457,2025-02-20,Delivered,5717,Refunded
299,749,2024-06-08,Cancelled,3717,Refunded
300,4906,2025-04-18,Delivered,6638,Paid
301,1974,2025-05-14,Cancelled,6549,Paid
302,4706,2024-09-30,Delivered,6228,Refunded
303,1896,2024-03-22,Delivered,5159,Unpaid
304,2234,2025-02-21,Pending,2310,Refunded
305,4774,2023-11-20,Pending,2619,Paid
306,3430,2023-08-16,Cancelled,3876,Paid
307,3624,2024-07-27,Pending,2432,Paid
308,1191,2024-04-01,Delivered,5786,Refunded
309,1862,2025-03-28,Delivered,1212,Unpaid
310,1448,2025-06-05,Cancelled,5599,Unpaid
311,3378,2025-06-06,Pending,4329,Unpaid
312,2711,2023-08-14,Pending,905,Refunded
313,202,2023-12-27,Delivered,5905,Paid
314,2496,2025-04-16,Delivered,6348,Refunded
315,531,2024-07-06,Cancelled,5818,Unpaid
316,4460,2023-10-08,Pending,269,Unpaid
317,808,2024-07-27,Delivered,4971,Paid
318,1560,2023-12-16,Cancelled,3206,Unpaid
319,2031,2025-04-26,Delivered,3414,Paid
320,1951,2024-03-24,Delivered,2587,Unpaid
321,3018,2025-01-21,Pending,2480,Paid
322,3814,2025-05-13,Pending,434,Paid
323,4733,2025-04-18,Pending,2309,Paid
324,3323,2024-08-05,Cancelled,1912,Unpaid
325,3678,2024-04-03,Delivered,5242,Refunded
326,1202,2024-04-24,Delivered,6442,Unpaid
327,88,2025-01-30,Pending,2209,Unpaid
328,504,2024-01-28,Delivered,6709,Paid
329,2794,2023-12-13,Pending,5735,Refunded
330,1390,2024-01-09,Pending,5571,Paid
331,1739,2024-10-31,Pending,6716,Refunded
332,3856,2025-04-22,Delivered,3679,Refunded
333,4417,2023-12-07,Cancelled,3119,Refunded
334,889,2023-08-29,Cancelled,3102,Refunded
335,3641,2024-09-06,Cancelled,302,Unpaid
336,4951,2023-08-13,Delivered,4044,Refunded
337,1940,2024-12-03,Pending,6343,Refunded
338,1958,2025-02-11,Delivered,6255,Refunded
339,567,2023-08-17,Delivered,5617,Unpaid
340,2975,2023-09-09,Pending,688,Unpaid
341,4970,2024-07-15,Pending,1550,Paid
342,604,2023-12-27,Cancelled,4824,Paid
343,3079,2025-02-23,Cancelled,5273,Unpaid
344,229,2024-03-26,Pending,4933,Refunded
345,2112,2023-07-23,Pending,2458,Paid
346,3160,2025-01-04,Cancelled,5769,Refunded
347,2425,2023-10-12,Cancelled,6784,Paid
348,2737,2023-12-14,Pending,1660,Unpaid
349,3827,2024-10-31,Delivered,5440,Unpaid
350,3131,2023-12-07,Cancelled,55,Refunded
351,2138,2025-04-25,Cancelled,1474,Paid
352,3842,2024-03-23,Pending,5309,Unpaid
353,3485,2023-06-29,Delivered,5346,Refunded
354,1494,2024-02-15,Cancelled,907,Refunded
355,1312,2023-07-16,Cancelled,214,Paid
356,3138,2023-09-28,Pending,6710,Paid
357,994,2023-11-22,Pending,3573,Refunded
358,164,2024-06-24,Pending,963,Paid
359,4968,2025-04-17,Delivered,3572,Paid
360,4814,2024-05-10,Pending,558,Refunded
361,2281,2024-10-12,Pending,29,Refunded
362,551,2024-08-22,Pending,3829,Paid
363,402,2023-12-15,Delivered,1114,Unpaid
364,3328,2024-08-03,Pending,1377,Refunded
365,198,2024-08-02,Cancelled,6915,Refunded
366,4292,2024-02-06,Cancelled,3809,Unpaid
367,4062,2025-06-02,Delivered,694,Unpaid
368,4823,2024-06-07,Cancelled,1099,Refunded
369,3160,2024-10-11,Pending,1061,Paid
370,862,2024-01-09,Pending,2752,Unpaid
371,4915,2025-02-27,Cancelled,2507,Unpaid
372,231,2025-02-26,Cancelled,3684,Paid
373,2605,2024-06-06,Pending,2966,Unpaid
374,4612,2025-02-26,Pending,919,Refunded
375,1371,2024-01-14,Delivered,303,Unpaid
376,985,2024-07-05,Delivered,3018,Unpaid
377,1968,2024-01-20,Pending,6832,Refunded
378,3765,2023-12-27,Cancelled,5986,Refunded
379,4996,2024-10-18,Delivered,2882,Paid
380,400,2024-04-30,Cancelled,2924,Paid
381,3477,2024-06-26,Cancelled,6120,Unpaid
382,4301,2024-11-10,Cancelled,5235,Unpaid
383,1550,2023-09-01,Cancelled,4435,Paid
384,4514,2024-06-28,Delivered,5987,Paid
385,4015,2023-08-18,Pending,4069,Unpaid
386,4175,2023-12-12,Cancelled,2312,Unpaid
387,3696,2024-09-05,Pending,1956,Unpaid
388,2729,2025-03-11,Pending,4507,Unpaid
389,1771,2024-04-19,Pending,1927,Unpaid
390,3168,2024-06-30,Pending,4741,Refunded
391,3848,2024-12-19,Delivered,1454,Unpaid
392,1185,2024-01-26,Delivered,6901,Paid
393,1640,2023-11-22,Delivered,5711,Unpaid
394,2083,2024-07-08,Cancelled,5247,Refunded
395,1009,2024-08-08,Delivered,3126,Unpaid
396,917,2024-04-30,Pending,730,Refunded
397,3443,2025-01-06,Pending,4713,Paid
398,1728,2024-07-29,Cancelled,1958,Refunded
399,308,2023-12-20,Delivered,5138,Paid
400,2010,2024-08-13,Pending,3919,Refunded
401,1776,2023-08-20,Delivered,2630,Refunded
402,3223,2023-07-22,Pending,1087,Refunded
403,3912,2024-02-23,Cancelled,1902,Paid
404,2699,2023-08-15,Cancelled,1458,Unpaid
405,1407,2023-12-01,Delivered,1113,Refunded
406,2268,2023-10-12,Pending,4022,Unpaid
407,3933,2024-09-13,Pending,1015,Paid
408,1527,2024-07-15,Pending,1292,Unpaid
409,4841,2023-07-30,Pending,4828,Paid
410,2379,2024-12-22,Pending,3018,Paid
411,3704,2025-04-18,Delivered,4675,Paid
412,1045,2025-04-23,Delivered,4744,Paid
413,678,2024-06-06,Cancelled,5283,Unpaid
414,4184,2025-06-06,Cancelled,2750,Paid
415,2002,2024-05-07,Pending,5334,Unpaid
416,3600,2023-11-05,Cancelled,6853,Refunded
417,455,2023-10-12,Cancelled,2668,Unpaid
418,4055,2025-05-05,Pending,3953,Refunded
419,647,2023-06-26,Cancelled,2463,Paid
420,608,2024-05-14,Delivered,5484,Unpaid
421,1735,2024-07-16,Cancelled,5249,Unpaid
422,1691,2025-02-17,Cancelled,2029,Refunded
423,627,2023-11-05,Delivered,5652,Unpaid
424,4055,2024-07-12,Cancelled,260,Refunded
425,1153,2024-07-01,Cancelled,1294,Paid
426,2226,2024-04-10,Pending,284,Refunded
427,1541,2024-12-07,Cancelled,4846,Refunded
428,3057,2024-07-16,Cancelled,5273,Unpaid
429,3422,2024-12-28,Delivered,5012,Unpaid
430,1615,2024-12-30,Delivered,4724,Paid
431,3334,2024-04-14,Pending,3094,Unpaid
432,40,2024-12-12,Pending,4400,Unpaid
433,2659,2023-10-01,Delivered,3275,Refunded
434,2231,2024-01-18,Delivered,6341,Refunded
435,2234,2023-09-26,Cancelled,6569,Paid
436,496,2024-05-15,Pending,553,Paid
437,2457,2024-01-27,Delivered,3988,Refunded
438,4858,2025-06-01,Cancelled,2134,Refunded
439,1581,2023-08-23,Cancelled,2281,Refunded
440,1231,2023-07-25,Delivered,12,Paid
441,4298,2024-09-02,Delivered,4137,Refunded
442,3406,2023-12-31,Pending,5100,Refunded
443,931,2025-03-29,Delivered,1275,Refunded
444,4803,2025-05-03,Delivered,3029,Unpaid
445,2630,2024-02-23,Delivered,4331,Unpaid
446,4119,2024-06-04,Pending,636,Paid
447,731,2024-08-06,Cancelled,5871,Unpaid
448,308,2025-01-17,Delivered,2455,Unpaid
449,3027,2024-09-13,Cancelled,436,Refunded
450,758,2023-09-08,Cancelled,2346,Refunded
451,1322,2024-06-02,Cancelled,1535,Unpaid
452,2739,2024-08-14,Cancelled,2326,Unpaid
453,1333,2023-07-27,Delivered,1458,Paid
454,1889,2025-01-18,Cancelled,5809,Unpaid
455,3190,2024-12-16,Pending,5810,Refunded
456,1390,2023-12-18,Delivered,5437,Paid
457,4667,2024-01-11,Cancelled,33,Unpaid
458,683,2024-12-25,Cancelled,2017,Refunded
459,2418,2025-01-24,Delivered,2263,Unpaid
460,3138,2024-04-09,Delivered,6566,Refunded
461,2790,2024-07-11,Cancelled,3869,Refunded
462,407,2023-08-26,Pending,5424,Paid
463,3418,2024-05-06,Delivered,6522,Paid
464,4676,2024-09-05,Pending,6990,Paid
465,422,2024-12-10,Cancelled,4736,Unpaid
466,888,2023-07-05,Cancelled,1556,Unpaid
467,1094,2025-01-13,Delivered,2128,Refunded
468,700,2024-09-08,Pending,1453,Paid
469,1397,2024-08-12,Delivered,2385,Refunded
470,875,2024-05-10,Cancelled,2769,Unpaid
471,552,2024-12-05,Cancelled,4216,Paid
472,4976,2023-12-17,Cancelled,3573,Unpaid
473,704,2024-01-13,Pending,5996,Unpaid
474,2211,2025-01-05,Delivered,1571,Paid
475,1615,2024-03-13,Cancelled,3212,Unpaid
476,102,2025-03-11,Delivered,4243,Unpaid
477,4893,2025-04-07,Delivered,2694,Unpaid
478,2618,2024-02-18,Pending,955,Unpaid
479,811,2023-11-14,Pending,3058,Refunded
480,3879,2025-04-09,Pending,1397,Refunded
481,488,2024-05-03,Pending,2697,Paid
482,2491,2024-01-21,Pending,1461,Paid
483,702,2025-02-20,Pending,952,Refunded
484,841,2023-12-30,Pending,2320,Paid
485,4673,2025-01-29,Pending,4978,Unpaid
486,4127,2024-07-16,Delivered,2378,Paid
487,2329,2025-02-20,Delivered,6153,Paid
488,1773,2024-12-29,Pending,2965,Refunded
489,3251,2023-07-19,Pending,4761,Paid
490,4756,2023-11-13,Delivered,2331,Paid
491,3377,2023-07-14,Cancelled,1261,Paid
492,989,2025-05-07,Delivered,6724,Refunded
493,251,2025-04-30,Delivered,3689,Unpaid
494,352,2025-06-07,Delivered,424,Refunded
495,4146,2023-09-03,Pending,2480,Refunded
496,2517,2023-07-07,Cancelled,5065,Refunded
497,4207,2023-06-24,Pending,3204,Unpaid
498,2982,2025-04-24,Pending,2436,Refunded
499,608,2024-01-28,Pending,4444,Paid
500,3796,2025-05-03,Delivered,6548,Refunded
501,1021,2024-05-27,Delivered,5424,Unpaid
502,3745,2025-02-10,Pending,2679,Refunded
503,834,2023-08-07,Cancelled,2558,Unpaid
504,4725,2024-07-18,Delivered,2568,Paid
505,1225,2024-07-29,Pending,932,Refunded
506,209,2024-06-03,Delivered,806,Paid
507,505,2024-12-23,Pending,2578,Paid
508,1784,2025-05-09,Delivered,2944,Unpaid
509,4372,2025-02-25,Delivered,1932,Unpaid
510,1500,2025-01-17,Pending,2054,Refunded
511,102,2025-04-16,Pending,1028,Paid
512,2063,2024-02-18,Cancelled,1427,Unpaid
513,3905,2025-06-17,Delivered,5159,Paid
514,1296,2024-01-12,Delivered,1143,Unpaid
515,2023,2025-01-17,Cancelled,1302,Paid
516,4399,2024-10-17,Cancelled,3613,Paid
517,3672,2025-04-28,Cancelled,3153,Paid
518,2548,2024-11-28,Delivered,5072,Refunded
519,1622,2024-10-18,Pending,5198,Refunded
520,4834,2024-11-04,Pending,4043,Refunded
521,3495,2025-05-13,Pending,3237,Unpaid
522,2478,2024-09-05,Delivered,4417,Refunded
523,4090,2024-04-19,Cancelled,1099,Paid
524,326,2024-06-06,Cancelled,5328,Unpaid
525,1463,2024-01-13,Cancelled,6905,Refunded
526,425,2023-12-02,Delivered,1976,Paid
527,294,2023-08-05,Cancelled,7000,Paid
528,153,2023-12-16,Pending,5515,Refunded
529,4040,2024-07-17,Delivered,2324,Unpaid
530,1127,2024-07-20,Cancelled,2266,Paid
531,3542,2025-04-23,Cancelled,2371,Paid
532,3579,2024-07-11,Pending,6643,Refunded
533,4357,2024-09-03,Pending,5497,Paid
534,4863,2024-10-18,Delivered,3977,Unpaid
535,1917,2025-04-17,Pending,4514,Unpaid
536,1518,2024-08-27,Delivered,4552,Refunded
537,848,2023-09-29,Pending,1387,Refunded
538,4724,2023-08-04,Delivered,3124,Refunded
539,1571,2024-03-01,Pending,5133,Paid
540,3764,2025-01-26,Pending,5333,Unpaid
541,4227,2024-10-22,Delivered,3917,Refunded
542,326,2024-11-12,Cancelled,1480,Refunded
543,1903,2023-06-29,Cancelled,3741,Refunded
544,1893,2024-08-24,Delivered,4269,Refunded
545,4933,2025-04-21,Cancelled,4742,Paid
546,580,2024-03-13,Delivered,5944,Unpaid
547,4740,2024-08-12,Pending,1533,Refunded
548,663,2025-04-10,Pending,1567,Unpaid
549,2044,2025-02-19,Cancelled,5793,Unpaid
550,468,2024-06-10,Cancelled,57,Unpaid
551,28,2024-08-25,Cancelled,3928,Unpaid
552,51,2024-12-27,Pending,4576,Refunded
553,2438,2024-11-26,Pending,2315,Refunded
554,4734,2024-03-13,Pending,5014,Unpaid
555,1621,2025-03-11,Cancelled,3737,Unpaid
556,4134,2023-11-07,Cancelled,5771,Unpaid
557,1027,2024-04-16,Delivered,1948,Refunded
558,95,2024-12-27,Cancelled,4742,Unpaid
559,598,2023-11-29,Pending,6400,Unpaid
560,4526,2025-04-20,Cancelled,6061,Unpaid
561,2277,2023-12-14,Pending,1404,Paid
562,3038,2024-03-26,Pending,2727,Unpaid
563,826,2025-02-04,Delivered,6694,Paid
