Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price
75,31,1118,1,8591.32
76,32,1323,2,9557.52
77,33,420,1,763.04
78,34,1374,1,3348.41
79,35,1422,2,1960.98
80,35,412,3,5318.44
81,36,813,1,1813.29
82,36,1795,2,9267.42
83,37,1998,3,8029.37
84,37,1452,3,7368.31
85,37,249,2,6517.99
86,38,1686,1,8102.51
87,38,1341,2,7392.13
88,39,151,2,1815.3
89,39,1709,3,2872.4
90,39,248,1,1201.19
91,40,1771,2,6075.95
92,41,1133,2,3136.07
93,41,1947,1,146.85
94,41,777,1,941.53
95,41,243,2,2161.25
96,42,980,1,7518.93
97,42,355,1,6706.26
98,43,428,3,7908.06
99,43,1706,2,9221.75
100,43,717,1,3208.12
101,44,743,2,3070.81
102,44,1285,3,8105.89
103,45,1899,2,7463.07
104,45,459,1,534.18
105,45,408,3,5211.56
106,45,220,1,5871.37
107,46,416,1,4441.55
108,47,636,1,1773.68
109,47,523,3,4469.87
110,48,778,3,899.86
111,48,796,1,5772.41
112,48,1697,3,6135.91
113,48,228,1,2464.54
114,49,1993,1,210.29
115,49,161,2,4223.24
116,49,465,3,6041.22
117,49,566,2,3417.32
118,50,1563,2,9804.16
119,51,158,2,3772.17
120,52,1491,1,6210.11
121,52,1425,1,3670.13
122,52,20,2,5453.79
123,52,1472,3,6262.64
124,53,1221,3,2305.72
125,53,577,2,1198.99
126,53,1913,2,9811.62
127,54,451,3,272.91
128,54,410,2,1002.98
129,54,1859,1,5276.86
130,55,983,2,7414.97
131,56,1888,1,3482.78
132,57,757,1,5434.1
133,57,433,3,9685.98
134,58,1951,2,4121.17
135,58,1861,3,4266.48
136,59,130,2,6599.8
137,59,718,1,185.9
138,59,1027,1,1332.41
139,60,919,3,8719.18
140,61,792,2,3371.34
141,61,1097,1,1219.51
142,61,689,2,4123.18
143,62,1046,3,4111.37
144,62,489,3,4229.87
145,62,873,3,5426.57
146,63,181,1,6942.22
147,63,407,3,2051.14
148,63,698,3,3545.78
149,63,997,3,7617.42
150,64,1890,2,3859.77
151,65,982,1,7134.91
152,66,1439,3,828.41
153,67,986,1,5615.12
154,68,1958,3,8443.53
155,68,1378,3,1154.77
156,68,643,2,329.03
157,69,793,2,5435.28
158,69,828,2,3788.75
159,70,201,1,9184.65
160,70,1550,3,6212.53
161,71,1534,1,8285.49
162,71,1413,3,9700.51
163,71,813,1,1813.29
164,71,419,3,2153.06
165,72,685,2,1192.75
166,72,1003,1,1108.3
167,72,242,3,4383.59
168,72,163,1,1676.61
169,73,589,1,384.6
170,74,1245,3,6090.63
171,74,391,3,6092.0
172,74,466,3,5744.33
173,75,331,2,4494.99
174,75,349,3,2151.07
175,75,1693,3,7672.04
176,76,1866,3,4979.59
177,76,1817,3,5801.16
178,77,1574,2,5123.09
179,78,754,3,6571.68
180,78,1280,2,1427.87
181,78,29,2,375.79
182,78,111,1,4053.37
183,79,577,2,1198.99
184,79,943,2,7765.55
185,79,1873,1,7133.3
186,79,788,2,4896.28
187,80,422,1,5827.17
188,81,1024,3,4064.43
189,81,1999,1,4827.43
190,81,1266,3,635.98
191,82,550,3,6336.81
192,82,582,1,3505.8
193,83,1824,2,2119.07
194,83,1587,1,1670.36
195,84,1119,3,3313.51
196,84,640,1,6520.28
197,84,1552,3,7332.17
198,84,508,3,4308.63
199,85,1365,3,6371.53
200,85,798,1,3572.86
201,86,1434,1,6305.31
202,86,1787,2,6968.71
203,86,403,3,2495.7
204,86,1441,1,6318.48
205,87,1271,1,9419.67
206,87,1228,1,3881.24
207,88,964,3,5700.67
208,88,1526,3,9154.89
209,88,1408,3,4828.46
210,89,571,2,8261.21
211,89,1619,2,4808.67
212,89,1648,2,8670.3
213,89,860,3,8399.2
214,90,1762,1,4855.35
215,91,1330,3,396.1
216,92,1033,2,4654.12
217,92,739,3,4315.39
218,92,375,2,2940.06
219,92,1224,3,1341.07
220,93,1897,3,3826.43
221,93,234,3,757.65
222,93,362,3,5336.45
223,94,604,2,4471.48
224,94,1989,2,2158.19
225,94,1065,1,6690.75
226,94,944,2,8739.11
227,95,1160,3,4840.88
228,96,1238,1,5322.13
229,96,1950,3,8300.29
230,96,250,3,501.2
231,97,227,3,3867.59
232,97,466,2,5744.33
233,97,610,2,3274.86
234,98,965,1,704.15
235,98,1185,1,8697.59
236,98,245,3,4611.28
237,98,1030,2,351.44
238,99,89,3,9900.48
239,99,1584,1,6079.75
240,99,1633,2,9025.21
241,100,1597,3,7683.12
242,100,4,3,8508.13
243,100,363,1,1730.4
244,100,181,3,6942.22
245,101,226,2,9700.55
246,101,1330,1,396.1
247,101,723,3,6092.98
248,101,1753,3,9451.99
249,102,1399,3,3007.87
250,102,1058,2,3290.49
251,103,1875,3,6979.08
252,103,350,2,8529.42
253,103,1993,1,210.29
254,104,542,2,3738.04
255,105,1254,1,7419.48
256,105,2000,1,263.97
257,105,1897,3,3826.43
258,106,238,1,5879.12
259,106,224,3,8525.74
260,106,1694,3,1181.88
261,107,1849,2,1605.04
262,107,1540,3,2312.65
263,107,1868,2,5549.06
264,107,1661,2,4765.83
265,108,1962,2,5037.23
266,108,1537,3,3327.25
267,108,1524,1,5019.75
268,109,701,1,6177.81
269,109,1746,3,2797.84
270,109,446,2,9353.29
271,109,49,2,9721.4
272,110,87,3,3906.26
273,110,336,1,7859.16
274,110,1769,2,3190.51
275,110,1564,1,7840.15
276,111,743,1,3070.81
277,111,772,3,2201.44
278,112,228,3,2464.54
279,112,1959,1,4925.44
280,113,1901,1,9428.78
281,114,1054,1,7104.67
282,114,1599,1,8443.11
283,114,1994,3,6859.72
284,115,1269,3,6244.43
285,115,678,1,5184.27
286,115,1275,3,6203.06
287,115,1964,2,5095.61
288,116,1439,2,828.41
289,116,767,1,2562.51
290,117,65,2,6659.21
291,117,742,3,8982.82
292,117,1160,2,4840.88
293,118,478,2,7323.37
294,118,1220,1,1192.14
295,119,1589,2,5982.93
296,119,321,1,6076.66
297,119,1230,1,2286.16
298,120,989,1,3770.73
299,120,373,2,1941.86
300,120,1292,3,5979.58
301,120,1625,3,8672.33
302,121,728,3,6602.94
303,121,1657,2,5606.03
304,121,1871,2,9201.45
305,122,279,1,7281.31
306,122,1724,1,1197.71
307,122,659,2,4830.49
308,123,1912,1,4334.69
309,123,1721,3,6943.43
310,123,227,1,3867.59
311,123,1230,3,2286.16
312,124,918,1,9663.79
313,124,509,3,210.81
314,124,750,3,5741.49
315,124,1772,3,7978.06
316,125,934,1,2969.5
317,125,1729,3,379.41
318,126,1529,1,2288.39
319,126,300,1,6043.49
320,126,105,1,6429.65
321,126,1283,1,4414.6
322,127,176,3,6197.52
323,127,1997,3,2766.88
324,127,725,2,4243.52
325,127,1793,2,4096.63
326,128,387,1,2992.56
327,128,1220,2,1192.14
328,128,1330,1,396.1
329,128,805,2,9459.01
330,129,145,2,2313.91
331,129,1415,2,2681.67
332,130,553,3,4780.35
333,130,1514,2,4949.03
334,130,421,2,5499.78
335,130,579,2,2996.3
336,131,485,3,1817.55
337,132,436,2,7678.7
338,133,499,3,5621.23
339,133,876,3,9609.12
340,133,1446,1,4858.85
341,133,262,2,3535.59
342,134,1696,1,9625.38
343,134,1395,2,8177.15
344,134,684,3,1696.18
345,134,529,1,2042.15
346,135,464,1,5053.9
347,135,1089,3,6487.21
348,135,1130,2,8920.9
349,136,1119,2,3313.51
350,136,374,1,4668.54
351,136,1039,3,4919.39
352,137,800,3,5823.25
353,137,253,2,4910.03
354,137,322,2,7116.46
355,137,559,2,3675.66
356,138,22,1,4991.71
357,139,185,1,9792.55
358,139,1562,2,4755.61
359,139,1773,3,3002.4
360,140,1648,3,8670.3
361,140,924,1,3541.19
362,141,764,1,5818.42
363,141,977,1,2525.98
364,142,1376,3,2728.69
365,142,1419,3,8739.86
366,142,912,2,3378.71
367,143,31,1,6505.7
368,143,1237,2,9192.22
369,143,102,2,7540.92
370,144,1943,3,2207.57
371,144,529,1,2042.15
372,144,1643,3,5051.22
373,145,1352,1,4674.03
374,145,1311,1,3442.5
375,145,1394,2,3200.67
376,145,469,2,1007.03
377,146,218,1,1078.93
378,146,666,2,4028.14
379,146,1282,2,3227.83
380,146,374,2,4668.54
381,147,1621,1,7573.6
382,148,1148,3,1806.67
383,148,1490,1,1578.52
384,148,111,1,4053.37
385,148,742,3,8982.82
386,149,235,1,1755.48
387,150,1831,3,5961.42
388,151,1218,2,8613.29
389,151,391,1,6092.0
390,152,1574,2,5123.09
391,153,1302,3,6359.51
392,153,1719,1,1243.91
393,153,722,1,6333.41
394,154,1813,1,6863.7
395,154,539,2,2468.26
396,155,1704,3,3415.97
397,156,60,3,7283.73
398,156,1634,2,5082.37
399,156,1608,1,6497.04
400,156,1852,3,3223.03
401,157,1000,2,4865.95
402,157,785,2,5797.29
403,158,1347,3,4221.21
404,159,787,1,4144.43
405,160,109,2,3498.42
406,160,1469,1,4732.82
407,160,1458,2,3082.72
408,160,594,1,9416.15
409,161,196,1,2284.67
410,161,1107,1,2520.98
411,161,365,3,3217.52
412,162,46,3,5295.5
413,162,1527,1,5114.77
414,162,1351,2,1994.79
415,163,84,2,6677.94
416,163,1271,1,9419.67
417,163,560,1,2764.49
418,164,658,1,4641.79
419,164,208,2,6595.96
420,165,1513,1,5567.96
421,165,1770,2,3377.57
422,166,224,2,8525.74
423,166,1848,3,4592.44
424,166,734,1,2972.87
425,166,318,2,175.14
426,167,137,1,846.34
427,168,162,2,2269.84
428,168,1800,3,1426.64
429,168,1687,1,8019.39
430,169,850,3,9091.85
431,169,1125,3,7816.87
432,170,1789,2,2552.74
433,170,758,3,4779.13
434,171,672,3,4075.49
435,171,358,2,729.78
436,172,1100,1,2395.86
437,172,1740,3,3532.5
438,173,1614,3,4496.81
439,173,1119,2,3313.51
440,173,836,1,5890.65
441,173,1467,2,1800.13
442,174,666,2,4028.14
443,174,1046,3,4111.37
444,174,1737,2,2176.1
445,175,106,3,8137.74
446,175,1746,1,2797.84
447,175,1799,1,3309.68
448,175,1269,2,6244.43
449,176,1163,3,9054.69
450,176,1208,2,1732.25
451,176,677,3,5832.19
452,176,213,1,8963.66
453,177,1218,3,8613.29
454,177,518,2,9250.35
455,178,1264,1,3333.87
456,178,11,2,7276.83
457,178,1336,3,1538.19
458,179,674,2,1224.79
459,179,1757,3,9817.42
460,179,538,2,1475.04
461,180,1506,1,398.35
462,181,120,2,4306.77
463,181,1673,2,6519.38
464,182,1800,2,1426.64
465,183,1688,2,5210.49
466,183,1886,3,8611.5
467,183,65,3,6659.21
468,183,1383,1,2490.22
469,184,27,1,884.81
470,184,157,3,3412.62
471,184,512,2,9677.81
472,184,837,3,870.19
473,185,65,3,6659.21
474,186,1608,3,6497.04
475,187,1424,3,4533.82
476,188,969,3,1757.19
477,188,113,1,9571.35
478,189,91,2,2851.06
479,190,7,3,4740.52
480,190,1341,3,7392.13
481,190,549,2,6647.37
482,190,1430,2,170.17
483,191,648,1,901.18
484,191,1587,3,1670.36
485,191,275,2,2310.4
486,192,963,1,4325.0
487,192,184,3,7345.96
488,192,132,3,221.15
489,192,1394,2,3200.67
490,193,1963,1,5749.33
491,194,1164,2,9746.82
492,195,1488,3,2106.96
493,195,1391,1,8100.42
494,195,824,2,3572.25
495,196,146,2,3699.81
496,196,700,2,9217.14
497,197,615,2,4942.8
498,198,1394,1,3200.67
499,198,1741,1,3829.42
500,199,1092,3,1088.43
501,200,1316,2,1433.56
502,200,612,3,9042.17
503,200,1613,1,1919.04
504,200,632,1,8318.03
505,201,1837,2,9645.83
506,201,340,1,338.0
507,201,367,3,1515.65
508,201,756,2,4160.1
509,202,1616,3,335.19
510,202,1976,3,9529.22
511,202,1403,1,9407.22
512,202,161,2,4223.24
513,203,728,2,6602.94
514,203,1099,3,5192.55
515,204,1480,1,3990.15
516,205,412,1,5318.44
517,205,950,2,2266.23
518,205,1765,3,3372.86
519,205,1744,1,9157.21
520,206,486,2,7020.3
521,207,925,1,8312.92
522,207,182,1,2811.31
523,207,20,1,5453.79
524,207,1676,2,8331.02
525,208,1603,2,2558.49
526,208,1351,2,1994.79
527,209,427,2,142.57
528,209,1924,3,4539.87
529,210,235,3,1755.48
530,210,711,3,6330.57
531,210,140,3,8543.52
532,211,1177,2,4328.39
533,211,81,3,7081.81
534,211,41,2,9965.78
535,212,1890,2,3859.77
536,212,1784,2,4275.28
537,212,276,1,9815.25
538,213,1583,3,235.17
539,213,1665,3,1006.75
540,213,1099,1,5192.55
541,213,214,3,8892.74
542,214,198,3,1224.53
543,214,1538,1,3279.63
544,215,774,3,4354.02
545,215,66,2,7762.83
546,215,1365,3,6371.53
547,215,1886,2,8611.5
548,216,1097,3,1219.51
549,216,1298,3,5409.4
550,216,1401,2,2409.61
551,217,516,1,3034.22
552,218,458,3,1231.47
553,218,898,2,6400.84
554,218,833,3,6349.85
555,219,980,3,7518.93
556,219,512,1,9677.81
557,219,1721,2,6943.43
558,219,1819,2,3600.46
559,220,783,1,3905.16
560,220,1843,2,3278.49
561,220,1608,1,6497.04
562,220,361,3,9310.49
563,221,440,2,2064.35
564,221,1719,1,1243.91
565,221,429,3,1869.82
566,221,59,2,344.92
567,222,240,1,2895.03
568,222,238,2,5879.12
569,222,1746,3,2797.84
570,222,1989,2,2158.19
571,223,1235,2,4964.29
572,223,1377,2,4552.8
573,224,979,1,6366.62
574,224,543,1,2631.55
575,225,1339,2,7461.22
576,226,814,3,9437.69
577,226,665,3,3808.47
578,227,596,2,9152.36
579,227,1688,1,5210.49
580,227,1292,3,5979.58
581,228,1037,3,6679.37
582,228,1177,2,4328.39
583,228,1920,3,2857.13
584,228,1990,3,8263.07
585,229,299,1,7229.45
586,229,1277,1,8951.95
587,230,387,3,2992.56
588,230,65,2,6659.21
589,231,260,1,2752.97
590,231,980,3,7518.93
591,231,667,1,2693.13
592,232,1962,3,5037.23
593,232,1090,2,7081.16
594,232,853,2,5366.15
595,233,1533,1,4374.49
596,233,581,2,5887.54
597,233,850,1,9091.85
598,234,51,2,9368.47
599,234,1403,3,9407.22
600,234,597,1,6799.32
601,235,1909,1,9286.73
602,235,188,2,3947.14
603,235,1485,3,9942.84
604,235,1467,3,1800.13
605,236,1573,2,9664.65
606,236,1728,1,8691.33
607,236,998,1,6663.34
608,236,109,1,3498.42
609,237,449,2,502.85
610,237,1201,1,5542.12
611,238,2000,2,263.97
612,238,545,1,2266.81
613,238,240,1,2895.03
614,239,872,3,3830.22
615,240,44,2,1091.49
616,240,1787,3,6968.71
617,240,1551,3,2879.56
618,240,54,3,6057.23
619,241,858,3,265.2
620,241,1895,1,1017.89
621,241,1542,1,7693.84
622,242,1285,2,8105.89
623,243,1026,3,7231.61
624,244,899,1,4104.53
625,245,308,1,2867.39
626,245,978,2,8916.26
627,245,482,1,5934.4
628,246,1785,2,5986.93
629,246,299,1,7229.45
630,246,777,3,941.53
631,246,868,2,3345.9
632,247,463,2,9193.29
633,247,1269,2,6244.43
634,247,1823,3,5581.51
635,247,1427,2,7270.56
636,248,183,3,9047.98
637,249,1464,1,7054.56
638,249,92,3,7954.99
639,249,762,3,9443.39
640,250,1555,2,9356.91
641,250,1179,1,877.95
642,250,1458,2,3082.72
643,251,718,1,185.9
644,251,895,2,4251.58
645,251,1614,3,4496.81
646,251,346,1,496.42
647,252,904,1,8016.35
648,252,1474,3,9704.7
649,253,291,2,680.0
650,253,190,2,1473.08
651,253,252,3,4150.86
652,254,964,1,5700.67
653,254,1364,3,5205.12
654,254,882,3,997.71
655,254,493,3,3100.69
656,255,288,1,7585.85
657,255,139,2,2137.49
658,255,523,3,4469.87
659,255,1336,2,1538.19
660,256,948,1,4901.09
661,256,505,1,4381.18
662,256,275,3,2310.4
663,257,1135,1,1601.84
664,257,1436,3,6585.97
665,257,1444,2,8799.99
666,258,520,3,3363.65
667,258,1805,1,6487.85
668,259,38,1,6647.39
669,259,622,3,2617.53
670,260,1811,2,4685.97
671,260,1800,1,1426.64
672,261,1315,2,2174.14
673,261,1162,1,7854.7
674,261,1369,2,7473.92
675,262,1952,3,4150.09
676,262,1318,3,4872.9
677,263,16,2,650.73
678,263,1140,1,770.03
679,264,1420,2,1272.58
680,264,339,2,3968.84
681,264,7,2,4740.52
682,264,1890,2,3859.77
683,265,190,1,1473.08
684,265,1719,1,1243.91
685,265,72,2,9112.78
686,265,1985,3,2382.43
687,266,1173,2,1678.85
688,267,1624,2,4855.8
689,268,1084,3,3932.51
690,269,1466,1,7821.99
691,269,1176,3,9165.56
692,270,665,1,3808.47
693,270,877,2,1971.88
694,270,1585,1,7307.65
695,270,613,2,2214.93
696,271,1373,1,3215.55
697,272,1150,2,1723.24
698,273,1792,1,2146.39
699,273,1968,1,8139.53
700,273,1669,2,4788.2
701,274,1541,3,4175.6
702,274,416,2,4441.55
703,274,1324,1,9968.2
704,275,696,1,9782.49
705,275,584,1,1443.55
706,276,1793,1,4096.63
707,276,1975,3,6666.69
708,276,1975,3,6666.69
709,276,1386,1,470.77
710,277,639,1,4211.83
711,277,672,3,4075.49
712,278,137,1,846.34
713,278,166,3,1360.09
714,279,1619,1,4808.67
715,279,1119,2,3313.51
716,280,36,1,3937.46
717,280,1399,2,3007.87
718,281,1632,1,9810.42
719,282,1673,3,6519.38
720,282,1208,2,1732.25
721,283,1940,2,9681.58
722,283,466,2,5744.33
723,283,1521,2,9360.94
724,284,893,3,2742.32
725,284,1524,3,5019.75
726,284,1909,3,9286.73
727,285,1318,1,4872.9
728,285,45,3,4455.79
729,285,1209,2,8321.85
730,286,283,1,5492.84
731,286,981,1,6278.1
732,286,1984,2,6044.74
733,287,1525,1,5998.56
734,287,396,2,1541.16
735,287,790,2,8331.24
736,288,1422,1,1960.98
737,288,396,1,1541.16
738,288,1927,1,1819.93
739,289,1500,2,2177.06
740,289,740,1,179.84
741,289,1463,1,5663.09
742,290,664,2,4219.35
743,290,1964,3,5095.61
744,290,1447,2,8301.85
745,291,347,3,7751.8
746,291,699,1,3951.27
747,292,187,1,8399.45
748,292,1541,2,4175.6
749,292,1509,1,191.57
750,293,720,2,556.8
751,293,1082,2,5653.05
752,294,482,1,5934.4
753,295,1900,3,2394.37
754,295,438,1,1296.62
755,296,876,1,9609.12
756,296,1653,3,8985.91
757,296,1846,1,9585.68
758,297,160,1,8736.14
759,298,1009,1,6470.15
760,298,1930,1,8115.81
761,299,962,3,8878.53
762,299,1410,3,6975.26
763,299,111,3,4053.37
764,299,370,3,6177.5
765,300,1936,1,6783.84
766,301,1488,3,2106.96
767,301,361,3,9310.49
768,301,1893,1,2880.02
769,302,1667,1,5597.15
770,303,213,3,8963.66
771,304,1935,3,8374.34
772,305,1358,3,8746.24
773,305,101,3,8154.21
774,306,1198,3,4379.63
775,306,437,1,9506.3
776,306,424,1,4734.43
777,306,1232,3,9132.47
778,307,386,3,367.96
779,308,1291,3,8327.47
780,309,1684,1,1240.6
781,309,332,1,9455.31
782,309,1759,3,4432.55
783,309,314,3,3886.25
784,310,1346,3,6385.37
785,310,1500,3,2177.06
786,310,1303,1,275.65
787,310,1118,1,8591.32
788,311,484,1,8114.47
789,311,1566,2,4573.8
790,311,1890,3,3859.77
791,312,368,3,7531.87
792,312,509,2,210.81
793,312,1036,3,1187.44
794,312,1150,1,1723.24
795,313,1112,3,4573.82
796,313,1585,2,7307.65
797,313,996,3,4351.5
798,314,1025,1,2619.41
799,314,937,2,3648.23
800,314,1140,2,770.03
801,314,1166,1,5551.42
802,315,573,2,1205.59
803,315,858,2,265.2
804,316,325,1,9701.29
805,316,1344,2,8030.28
806,316,1915,3,176.75
807,317,557,3,6936.04
808,317,560,1,2764.49
809,317,1415,3,2681.67
810,317,1939,3,9336.94
811,318,1406,2,5877.71
812,318,60,1,7283.73
813,319,1654,2,1422.01
814,320,524,1,4342.45
815,320,1631,1,8322.89
816,320,1898,3,6935.61
817,321,1136,3,5118.41
818,321,1132,1,607.13
819,321,186,2,7851.67
820,322,793,3,5435.28
821,322,1181,3,6842.95
822,322,1589,1,5982.93
823,322,1690,2,5082.83
824,323,1326,3,5723.48
825,323,1243,1,7714.57
826,324,1835,3,1166.15
827,324,803,2,4650.7
828,324,1566,3,4573.8
829,325,854,3,4565.57
830,325,1075,3,4868.66
831,325,1941,1,697.47
832,325,560,1,2764.49
833,326,1710,2,5880.36
834,326,1104,2,3446.91
835,327,1973,2,704.0
836,327,665,1,3808.47
837,327,863,2,855.91
838,328,1336,1,1538.19
839,328,1858,2,6931.22
840,329,447,2,1172.53
841,329,706,3,6832.82
842,330,120,3,4306.77
843,330,1372,1,8112.31
844,330,147,2,7986.41
845,330,736,3,1657.68
846,331,836,1,5890.65
847,331,1951,3,4121.17
848,331,597,2,6799.32
849,331,1352,2,4674.03
850,332,765,3,6372.66
851,332,1367,2,4504.85
852,332,1914,3,8462.93
853,332,121,3,8063.47
854,333,964,1,5700.67
855,333,101,2,8154.21
856,333,89,2,9900.48
857,334,197,2,1163.62
858,335,1923,1,6862.57
859,336,1350,1,6971.39
860,336,1693,3,7672.04
861,337,1832,3,5303.86
862,337,856,1,2685.39
863,337,773,2,6486.06
864,338,1750,2,8413.38
865,338,356,1,1720.31
866,338,1820,3,7103.28
867,339,47,3,5214.13
868,339,1376,2,2728.69
869,339,592,1,2480.94
870,340,39,3,2501.84
871,340,556,3,3077.58
872,340,1053,2,2449.12
873,340,1094,3,1266.87
874,341,1475,1,9769.78
875,341,1092,1,1088.43
876,341,1016,2,8620.96
877,341,662,2,8868.89
878,342,904,2,8016.35
879,342,1072,1,2513.92
880,342,886,3,201.6
881,343,1630,2,4062.27
882,343,1226,3,6053.93
883,344,1302,1,6359.51
884,345,1932,1,9191.21
885,345,1328,1,3978.11
886,345,453,2,2043.14
887,345,728,3,6602.94
888,346,953,2,3291.53
889,347,868,2,3345.9
890,347,1658,2,4765.68
891,347,441,1,9083.26
892,348,1911,1,9551.09
893,348,1161,3,9622.28
894,348,1397,2,7064.49
895,349,657,2,2265.71
896,350,1617,1,1809.17
897,350,226,3,9700.55
898,350,1996,3,1366.04
899,351,424,1,4734.43
900,351,1671,2,9898.6
901,352,1529,1,2288.39
902,352,1571,2,9216.93
903,353,1998,3,8029.37
904,353,998,3,6663.34
905,354,1275,2,6203.06
906,354,1425,1,3670.13
907,354,198,3,1224.53
908,355,481,3,8137.05
909,355,528,1,6301.95
910,355,1564,1,7840.15
911,356,1832,1,5303.86
912,356,1693,3,7672.04
913,356,100,1,4399.38
914,356,680,3,7749.5
915,357,1981,1,1338.93
916,357,781,1,4378.14
917,357,1850,1,1264.95
918,358,1884,1,7060.17
919,358,95,2,4933.4
920,359,962,2,8878.53
921,359,1054,3,7104.67
922,359,1123,2,7509.33
923,360,289,1,4050.82
924,360,762,2,9443.39
925,360,276,1,9815.25
926,360,1536,3,6641.43
927,361,185,3,9792.55
928,362,804,3,8926.18
929,362,355,2,6706.26
930,362,338,2,692.75
931,362,465,3,6041.22
932,363,95,1,4933.4
933,363,1599,3,8443.11
934,363,1118,1,8591.32
935,364,1158,2,426.76
936,364,1660,3,4847.43
937,364,901,3,9285.92
938,365,222,3,1699.56
939,365,1866,1,4979.59
940,365,1683,3,7737.32
941,366,949,1,6147.04
942,366,1325,2,6691.5
943,367,1587,1,1670.36
944,368,1209,2,8321.85
945,369,1516,3,3027.61
946,369,1148,1,1806.67
947,370,850,3,9091.85
948,370,449,2,502.85
949,370,430,3,8130.08
950,370,539,2,2468.26
951,371,761,2,1839.71
952,371,1503,1,6859.75
953,372,1305,3,4490.1
954,372,1555,1,9356.91
955,372,650,2,9353.93
956,372,968,1,7617.31
957,373,585,2,4610.71
958,373,944,1,8739.11
959,373,638,3,5277.42
960,373,1623,2,1552.39
961,374,919,2,8719.18
962,374,1926,3,3087.18
963,375,1220,1,1192.14
964,375,254,3,1768.16
965,375,1333,3,5707.3
966,375,1106,1,566.14
967,376,152,1,2749.46
968,376,508,1,4308.63
969,376,869,2,8107.57
970,376,1051,1,5651.13
971,377,1483,1,3678.79
972,377,680,2,7749.5
973,378,1920,1,2857.13
974,378,1702,1,6600.75
975,378,899,1,4104.53
976,379,926,3,4225.24
977,379,1437,1,8338.86
978,379,556,3,3077.58
979,379,211,2,8774.09
980,380,1879,3,4063.21
981,380,1093,2,3973.47
982,380,172,1,3307.42
983,381,553,1,4780.35
984,381,309,1,3983.87
985,381,754,3,6571.68
986,381,1541,1,4175.6
987,382,497,1,182.83
988,382,1823,3,5581.51
989,382,938,2,2229.02
990,382,657,2,2265.71
991,383,1474,3,9704.7
992,383,586,1,9977.11
993,383,1727,1,5588.41
994,384,308,1,2867.39
995,384,1650,1,5201.58
996,384,2000,3,263.97
997,385,1210,3,9949.7
998,385,1065,3,6690.75
999,385,684,2,1696.18
1000,385,835,3,7394.94
1001,386,142,3,567.2
1002,387,1468,2,256.53
1003,387,1872,3,4340.82
1004,387,1991,2,168.37
1005,387,1408,2,4828.46
1006,388,1685,3,8391.08
1007,388,1160,3,4840.88
1008,389,1011,3,6972.92
1009,389,1379,1,2960.41
1010,390,1308,3,4668.36
1011,390,66,3,7762.83
1012,390,1745,2,5881.6
1013,390,1192,3,1503.41
1014,391,1464,3,7054.56
1015,392,1508,3,6160.94
1016,392,1917,3,5841.59
1017,392,1940,3,9681.58
1018,392,1289,1,878.61
1019,393,1024,3,4064.43
1020,394,1939,3,9336.94
1021,394,499,3,5621.23
1022,395,1802,1,8985.95
1023,396,1854,1,8611.17
1024,397,1801,1,3073.59
1025,397,575,1,8860.7
1026,397,1039,3,4919.39
1027,397,392,1,7003.39
1028,398,1619,3,4808.67
1029,398,307,3,9224.06
1030,398,1981,3,1338.93
1031,399,535,2,255.21
1032,399,987,2,3467.82
1033,399,1792,2,2146.39
1034,399,1897,2,3826.43
